Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,2.33152261633551,2.48314710503781,2.43574703097155,2.30636656927548,2.49004440976767,2.39795287915765,2.43101960079477,2.34476238789823,2.40944310599276,2.348704993745,2.3703319014126,2.4507458188557,2.48680213684584,2.45885690813678,2.437842900628,2.46516339549791,2.30092684482681,2.46001369604486,2.47385844152802,2.40264990797341
0.05,2.09962352071757,2.24766913703298,2.19131804238761,2.07972841492302,2.25567483411095,2.17820158181522,2.18956339769382,2.11722384423831,2.16524181211641,2.1115330264754,2.14376715366656,2.20546070420622,2.23658331355999,2.23272768289841,2.19609471649037,2.24434021819561,2.06692484652349,2.234150813902,2.24622695072506,2.17666519550292
0.1,1.93145877159938,2.06940264649469,2.01167945536428,1.91383344619072,2.09028810010166,2.01916036599335,2.01289278199501,1.95192055771076,1.99169729850051,1.94291557548724,1.97989721592149,2.02643104677522,2.05512067496176,2.06691074129978,2.02411700887798,2.08401505323124,1.88952946604053,2.06588974404822,2.0781291339234,2.01685724702887
0.15,1.81189824974242,1.93658006188452,1.88850780186703,1.79226204929624,1.96667752978847,1.9074455571334,1.88345762921778,1.83087139784086,1.86798963172461,1.81650450649363,1.86465847815081,1.89537935961099,1.9265613647734,1.94673847626372,1.89638038692928,1.9686256316267,1.76324854122494,1.94238016178659,1.95555993382795,1.8972882345319
0.2,1.72773748417791,1.83922442995791,1.79883468212888,1.70306266422218,1.87630251065186,1.82316285147878,1.78663704615616,1.74215010896528,1.77976413637117,1.72681591605666,1.77809345332605,1.80178631365041,1.82904705152575,1.85614956826843,1.8030220922028,1.88552951309532,1.66973128186387,1.8514750164994,1.86279767814564,1.81193260478781
0.25,1.66949117088168,1.76746988738856,1.73385987888584,1.63802796926635,1.81044142255671,1.76221731053159,1.71720251426818,1.6774860100593,1.7166406161047,1.66254549521446,1.71584345718575,1.73328543763307,1.75761115641402,1.79051841620696,1.73502521184537,1.82828659643046,1.59947689837839,1.7862828849216,1.79495266721834,1.7518545085052
0.3,1.62909420444328,1.714337147463,1.68856702141566,1.59095845985207,1.76376556960319,1.71843583896473,1.66600993760044,1.6306578070091,1.67205224167663,1.61595056336861,1.67144935171351,1.68363245664483,1.70650542362329,1.74379699456964,1.68630819488317,1.78814969372892,1.54815851473422,1.7394799304812,1.74654848728173,1.70831150574535
0.35,1.60207613295488,1.67543779115893,1.65838981128346,1.55798795482317,1.73056144679327,1.68790645596602,1.62818068701554,1.59781356091846,1.64149717150103,1.583635535193,1.64080189070016,1.64781746120376,1.66940411815052,1.70962713047492,1.65187817330061,1.76089433878032,1.51106957368046,1.70617210704394,1.71097722525158,1.67818739311868
0.4,1.58490390794783,1.6476080133429,1.63796178543979,1.53570540719013,1.7077090869123,1.66717144154072,1.60145801081839,1.57551805204872,1.62133678910234,1.5622606468183,1.62030276369819,1.62332943881333,1.64333242226765,1.68597450309601,1.62871929874805,1.74331301974651,1.48518000274659,1.68323080209891,1.68616540891207,1.65831869433394
0.45,1.57517950604399,1.62766962490572,1.62563571651178,1.52191479391414,1.69270160200557,1.65406975564128,1.58335574834899,1.56142029791909,1.60943585445401,1.54915988846785,1.60773520458382,1.60755032581759,1.62581439218608,1.67050559523284,1.61408484236169,1.73296039739304,1.46730910393939,1.66775028120008,1.66975753962691,1.64620851553101
