Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,1.209376303841,1.26005609377776,1.10714233571484,1.23109557803551,1.26469156566546,1.2531033576298,1.25093733639647,1.29194879170322,1.23981534453134,1.26814345119673,1.15021677159521,1.28343873276596,1.11079002373332,1.10238041390025,1.22039638828033,1.14579539374336,1.18853565395509,1.11688716910218,1.1527605833044,1.27060622354438
0.05,1.19186766651445,1.23872426145937,1.09397976974515,1.21223295810616,1.24266566315102,1.23097572959886,1.23125055456951,1.27001674658666,1.22129779073765,1.24832916791603,1.13371090000863,1.2626027219411,1.09730929325662,1.08665197082223,1.20188600834801,1.12761643380649,1.17263591111886,1.10066994469579,1.13489725675215,1.24846986047141
0.1,1.16928272091506,1.21360804223143,1.0757801676706,1.18884576158365,1.21583327542486,1.20445751251798,1.20706117391102,1.24361489856861,1.1974252330097,1.2234945978374,1.11242164938443,1.23717110002952,1.07878574408673,1.06653238921095,1.17838517062573,1.104879368057,1.15253931587686,1.08023963033272,1.11288407021809,1.22154558647715
0.15,1.14259464276916,1.1853305706192,1.05284165913591,1.16195224042155,1.18598306745504,1.17438002627462,1.17936789131127,1.21387100654441,1.16952718779727,1.19535171677128,1.08715840363652,1.20818325103247,1.05605611086922,1.04287695460484,1.15149864588192,1.07862305704308,1.12832793222917,1.05636300394172,1.08749742171133,1.19159060150563
0.2,1.1128356166985,1.15455520477818,1.02699426106313,1.13244074495445,1.15379085186713,1.14231616298078,1.14924775526301,1.18167404618739,1.13875433741043,1.1642945571147,1.05955028162281,1.17641482803267,1.03081474518961,1.01692339614645,1.12196242694241,1.04983417640105,1.10136684896847,1.029923919744,1.05990077613463,1.15910416190182
0.25,1.08096186905243,1.12210472553117,0.999097420412116,1.10105363553911,1.12001915502858,1.10872457230572,1.11720781331136,1.14777273431485,1.10609239745323,1.13130768658198,1.03005936264947,1.14290354273869,1.00353406133542,0.989127454500167,1.09055221109612,1.01919343536582,1.07251532722084,1.00156856199622,1.03055385555935,1.12491428854137
0.3,1.04788072300321,1.08864073217812,0.969741553699029,1.06845610536114,1.0852864508867,1.07424009897182,1.08408614111119,1.11282578604524,1.07224212176535,1.09717949468501,0.999359729371847,1.10828686074725,0.974825446793331,0.960122413108491,1.05790670124386,0.987583160571723,1.04226046699674,0.972047793075319,1.00003465718551,1.08985924009489
0.35,1.0141557964474,1.05463479373466,0.939531426219122,1.03512830267403,1.05017113188949,1.03938418396774,1.05040025573889,1.07730787316661,1.03778027669656,1.06237159779748,0.967995996347251,1.07310607914056,0.945354519038091,0.930532459196425,1.02458828596235,0.955498585510009,1.01114154525259,0.941892133901248,0.968965794117973,1.05436745144422
0.4,0.980265414995433,1.02049903843526,0.909041040357033,1.00150122896049,1.01504570535146,1.00455165493097,1.01648796100528,1.04164416642908,1.00315537596365,1.02731289415582,0.936409557440025,1.03772295365038,0.915517150677957,0.900673555074224,0.990990847707728,0.923356334574653,0.979611349808859,0.911511374361141,0.937663648765867,1.01883168120478
0.45,0.946547282366069,0.98652663590771,0.878560455398578,0.96794796763524,0.980232725931693,0.970021494720253,0.982665222053315,1.00620184507888,0.968680012490738,0.992375710600093,0.904904624715275,1.00247149117437,0.885635277675854,0.870844094438734,0.957466463306225,0.891449527188095,0.948030821515773,0.881205745829756,0.906424232959853,0.983589622876808
