Time,Min_state_1,Max_state_1,Min_state_2,Max_state_2,Min_state_3,Max_state_3,Min_state_4,Max_state_4,Min_state_5,Max_state_5,Min_state_6,Max_state_6,Min_state_7,Max_state_7
0,1.1,1.3,0.95,1.15,1.4,1.6,2.3,2.5,0.9,1.1,0,0.2,0.35,0.55
0.00107752636643058,1.09970398217566,1.29962232143778,0.950665270353663,1.15082749071627,1.39355392930945,1.5945672336476,2.29386209150893,2.49424248406135,0.896947301879297,1.09664572628276,0.00128035357640087,0.201312149173923,0.349686324891306,0.549689997523536
0.00225769436094004,1.09937623708326,1.29920583320237,0.951385713507164,1.15172465698493,1.38651743088119,1.58865308479736,2.28716702063382,2.48797003546295,0.893621765343431,1.09299128516828,0.0026807956068334,0.202747270242974,0.349343097476596,0.549351284827928
0.00669070414461783,1.09811255695332,1.29761503858345,0.95401673440154,1.15501133300454,1.36038290895989,1.56645248586662,2.26263375850482,2.46518617015583,0.881432709803264,1.07973014426535,0.00792366840366511,0.208119067365058,0.348061172255029,0.548080216240756
0.00993679692524673,1.09715508992574,1.29642399440967,0.955869806467494,1.15733662309184,1.34157368753897,1.55030007739815,2.24516334272371,2.4489798598853,0.872770841052626,1.07029972417669,0.011745159556691,0.21203364578245,0.347129624039479,0.547152083980016
0.0132269984513496,1.09615747200468,1.29519441955948,0.957686451029943,1.15962527255177,1.32277438797156,1.53403998581524,2.22784612507766,2.43296164988826,0.864195928873489,1.06097905748963,0.0156033133912184,0.21598503799392,0.346191128416699,0.546214204186671
0.0163083740482464,1.09519883441153,1.29402270742726,0.959332890757181,1.16170788158033,1.30540648135884,1.51892474937438,2.21196680307406,2.41830960982573,0.856343191715466,1.05245104300599,0.0192026149316916,0.2196706611595,0.345317295750669,0.545338730176157
0.0195627483168876,1.09416126860964,1.29276427118597,0.961015448060481,1.16384509431561,1.28730339360116,1.5030918419823,2.19553377029192,2.40319206623322,0.848225484460542,1.0436484438054,0.0229892685951591,0.223547451594801,0.344399510962334,0.544417484743278
0.0227196998237168,1.09313054222013,1.29152320775891,0.962593598185009,1.16585855308743,1.26997537179825,1.48786539497195,2.17991493924628,2.38886216448336,0.840518359989384,1.03529920881771,0.0266480701683413,0.227292695959028,0.343514195386932,0.543527256539087
0.0258153651141482,1.09209706473712,1.29028707342984,0.964090592602572,1.16777704954507,1.25320287296373,1.47306479658153,2.16489843904427,2.37512187876047,0.833115487543461,1.02728730805329,0.0302219436479093,0.230950397327918,0.342650791716622,0.542657728426933
0.0288849970789135,1.09105040349439,1.28904284008902,0.965526679640914,1.16962597578534,1.23678215858296,1.45851884851687,2.15029278361554,2.36179368466823,0.82592112417757,1.01950860191886,0.0337521375549106,0.234562812453108,0.34179922737584,0.54179896517386
0.0319608699973899,1.08998013470103,1.28777784805836,0.966918459678868,1.17142643466518,1.22053532775924,1.44407554230097,2.13593446853432,2.34872723129137,0.818853643136107,1.0118746707173,0.0372758672487765,0.238168043487109,0.340950473183883,0.540941999068444
0.0350735975888552,1.08887552425674,1.28647937316618,0.968279814172888,1.17319637977206,1.20430202853532,1.42959562803983,2.12167958982862,2.33579147545054,0.8118413682405,1.00430805765529,0.0408278836472002,0.241801647225467,0.340096153697162,0.540078459548008
0.0382532592278991,1.08772519665298,1.28513420808552,0.969622569473914,1.1749514453376,1.18793296752917,1.41494740961627,2.10739751706341,2.3228688100831,0.804819277531958,0.996738852570425,0.0444417752365186,0.245497969272418,0.339228228191637,0.539200265119423
0.0412026412013469,1.08663867405102,1.28386974191343,0.970825739409967,1.17653257391424,1.17294271159265,1.40148729821392,2.09439847780027,2.31113677283365,0.79843080935375,0.989856934609304,0.0477808059782426,0.248912649084506,0.338427538139941,0.538389186334531
0.0442505534890693,1.0854964694455,1.28254636033036,0.972027183546766,1.17812014601592,1.15764237302,1.38770907740263,2.08120920442082,2.29926686520061,0.791950496890497,0.982883439282582,0.0512180772790142,0.252427287498674,0.337604450163921,0.537554686496417
0.0471088115903085,1.08440773288515,1.28129013785771,0.973115929934624,1.1795669494992,1.14347082167999,1.37490760744416,2.06906299639647,2.28836306875609,0.785983894324252,0.976466928267331,0.0544291548544102,0.255710180675522,0.336836664498937,0.536775479302467
0.0500943337493235,1.08325263197994,1.2799625033604,0.974214728241745,1.18103564014708,1.12884656391452,1.36166205474402,2.05659924593086,2.27720585976753,0.779861561945522,0.969889921305231,0.0577704589187618,0.259125745795341,0.336038846937698,0.535965163542466
0.0532369023213046,1.08201735918357,1.27854819080196,0.975329762431168,1.18253557632769,1.11364754770693,1.34785900603237,2.0437210910542,2.26571235338506,0.773535242992669,0.96310154563828,0.0612734302818782,0.262706065090031,0.335203642875497,0.535116226019131
0.056233060589061,1.0808214209699,1.27718392133131,0.976353959164343,1.18392256735001,1.09934315942993,1.33482938848878,2.03167025897851,2.25498639775375,0.76761467334119,0.95675323851049,0.0645997173460586,0.266105323993137,0.334411801923358,0.534310625208158
0.0590953284342574,1.07966260772683,1.27586637684841,0.977297644124752,1.1852090843606,1.0858464982174,1.3225005351392,2.02036103803879,2.24494671229588,0.762057184710198,0.950798643237528,0.0677650500502241,0.269339672163625,0.333659411384673,0.533544500271141
0.0621245372153961,1.07841913884377,1.27445705007991,0.978260118289402,1.18653045960919,1.07173798751173,1.30958061009033,2.00860234340345,2.23453888081912,0.756276661941249,0.944612001527691,0.0711018780592876,0.272748809764328,0.332867405155947,0.532737479742161
0.0650275202010556,1.07721129673264,1.27309224514814,0.979148183316646,1.18775873995826,1.05838726923353,1.29731999455804,1.99753399171338,2.22476835131869,0.750833164017424,0.938790470912522,0.074286982908654,0.276002513859238,0.332112587901547,0.531967703533878
0.0681228029109414,1.07590630162834,1.27162194833558,0.980058823828283,1.18902817373655,1.04433096321221,1.2843796688182,1.98594229164479,2.21456733821738,0.745128950001837,0.93269724989297,0.0776693885091635,0.279457320083599,0.331312216839645,0.531150928942796
0.0711129903089611,1.07462911164535,1.27018701275209,0.980903711726779,1.19021585161805,1.03092778947118,1.27200576860445,1.97494738454676,2.20491876395687,0.739714894973474,0.926918624912258,0.0809235187794689,0.282780673175281,0.330543449428705,0.530365758020519
0.0740052541000325,1.07337859379084,1.26878566095818,0.981689000514472,1.19132917952892,1.01812640906293,1.26015536624314,1.96449871431366,2.19577480747119,0.734566066388554,0.921427437294094,0.0840585094063013,0.285981954550846,0.329804003120542,0.529609938174407
0.0771170378731688,1.07201682218444,1.26726345038083,0.982499509810261,1.19248881203445,1.00452801739979,1.24753724406786,1.95345570099466,2.18614137524292,0.729119524690024,0.915625708402046,0.0874176217608349,0.289411666762342,0.329012921474377,0.528800834365479
