Time,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20
0,0.191433389648589,0.191898485278581,0.148626493624983,0.00923427812623079,0.0877488719312797,0.129262602022253,0.0237995363116753,0.0510190230918538,0.0298588011118115,0.0699967531969617,0.117052818230545,0.113564328145044,0.113764732174439,0.105706627101243,0.0901083197004996,0.199226943325377,0.163460644130687,0.182129518885905,0.109972040367266,0.0151933383381684
0.05,0.245856382610112,0.248836709011548,0.19981239478347,0.0731513893259224,0.149942539812722,0.188923988728827,0.088189360227271,0.116209507933445,0.0933942338031311,0.133254111897504,0.171986875923424,0.175530975322916,0.166855872964622,0.15862820013723,0.149957030355161,0.24996286223124,0.218155245769269,0.232144576804879,0.165295071624119,0.0809883181830056
0.1,0.297002755098515,0.302273743922906,0.248167532261172,0.133095969308814,0.207705977799125,0.244673390945245,0.148535771077605,0.177130596401755,0.152957851201211,0.192224409660334,0.223491349803692,0.233555259817149,0.216751818110632,0.208249329946606,0.205708019781403,0.297475970753857,0.269797349444305,0.279133894709545,0.217107070442314,0.142242792439672
0.15,0.34463626426534,0.351991289742617,0.292894242761313,0.189044915474539,0.26166555642439,0.295959090475236,0.204713393986585,0.233863965086002,0.208423227454867,0.247495205835233,0.271073877149021,0.287557600968001,0.262963799757946,0.254306039765836,0.25778538920467,0.341650558185987,0.317562525349088,0.322900826350594,0.265153308318028,0.199629671875389
0.2,0.388571025473305,0.397723249658812,0.334410714716419,0.241019285164968,0.31163748231152,0.343681874455444,0.256992444623787,0.286447998690025,0.259754465227099,0.298468599254555,0.315446103205094,0.33721769968433,0.306145989677368,0.297217555548708,0.306064208398562,0.382477316912813,0.361789306069184,0.363432393709025,0.309879004802622,0.252677461924586
0.25,0.428639211894967,0.439592021310193,0.372770314176691,0.288987956582417,0.357641786661875,0.387560452129266,0.304948729068363,0.334868189483232,0.307162178537731,0.345299648938882,0.356336511732895,0.382963597885692,0.34604619551433,0.336696785801938,0.350596354599919,0.419519403654502,0.402709253577124,0.400458059203667,0.35104891435086,0.301251507039035
0.3,0.465215704813231,0.477844181892361,0.407857962145246,0.333135924696232,0.399446646175283,0.427699198912235,0.348998354542396,0.37932640346,0.350740619577231,0.388346715219145,0.393816276478962,0.424805209819375,0.382463906401426,0.372651998187422,0.391326232175427,0.453273027895091,0.44022021686711,0.434203002867275,0.388496863209851,0.345924081997443
0.35,0.498411617681628,0.512604084652786,0.439510436474071,0.373546644144583,0.437524035560742,0.463996844156097,0.389429300594695,0.419915503164479,0.390437798493394,0.427621274354234,0.427782224166008,0.463019235018684,0.415699259507654,0.405567690840655,0.428499026372343,0.483860140258853,0.47441468279287,0.464871374590568,0.422765573580064,0.386717096905188
0.4,0.528320154840365,0.54387448303564,0.468238600432284,0.410358768161291,0.472035896359852,0.496802475318281,0.426234406450878,0.456788371187924,0.426551254036111,0.463272918411406,0.458543202200357,0.497632544624901,0.445855778616308,0.435414577116061,0.462217938815975,0.511343585637904,0.505197890622843,0.492486702753053,0.453825989450157,0.423795560559332
0.45,0.5551219598973,0.572097942059724,0.49405462577833,0.443517642382392,0.503102066254513,0.526287402865034,0.459577757480311,0.489959733854097,0.459201226167313,0.495413963668259,0.486243253555966,0.528807754351817,0.473067327674409,0.462329696779875,0.492630268263313,0.535943900837757,0.5329989549806,0.517389686088608,0.481823741081397,0.457278480221786
